"id","idade","faixa_idade","genero","estado","uf","regiao","faixa_salarial","cargo","nivel","forma_trabalho","aws","gcp","azure","oracle_cloud","ibm_cloud","on_premise","cloud_propria","lang_sql","lang_r","lang_python","lang_c","lang_dotnet","lang_java","lang_julia","lang_sas_stata","lang_vba","lang_scala","lang_matlab","lang_php","lang_javascript","bi_powerbi","bi_qlik","bi_tableau","bi_metabase","bi_looker","bi_google_data_studio","bi_so_excel","bi_nenhuma"
"8sdzmf1v6gmh7gmfudmy88sdzmf18fdj","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo híbrido com dias fixos de trabalho presencial","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"fdyv6lfp575ukzn7fdyv6zpc0a5ny36u","34","30-34","Masculino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8rqis3gsh569rpqktexu8rqis3hypd95","23","22-24","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Negócios/Business Analyst","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0"
"8raz34001ez5xlf94yzneu8raz3e3qgs","25","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% presencial","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"8r19lebhh22y7jj4q86f8r19lkiy4k06","23","22-24","Masculino","Paraná (PR)","PR","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"8r0vo23thd2set8y95n8r0vo2wh2v6wq","22","22-24","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"f8x17osmgcw1l8leoodf8x17or044ca0","25","25-29","Masculino","","","Norte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f8wfe94pm0mih5uw1vf6f8wfw49iewe1","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8nrco1plwf1c7870fh4jb8nrco1o86nr","43","40-44","Feminino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Negócios/Business Analyst","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"8nouw6zbz87dqgu98nouwx5r115uixxq","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","1","0","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"8no79nctbj9e2onhs8no79nj8zb2z4v7","23","22-24","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8ma3xbtu3adiahkyg6ax8ma3xbioc3ob","28","25-29","Feminino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0"
"f1it6ssy1fdlkf358qve71f1it6s1rhx","21","17-21","Masculino","Paraíba (PB)","PB","Nordeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8lbljxgl7dx0i8ew07v8lblyejzcwosp","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","Engenheiro de Machine Learning/ML Engineer","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"8kr3ojlelr37enu368kr33dzwuk43zn8","23","22-24","Feminino","Santa Catarina (SC)","SC","Sul","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","1","1","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"8k3ybzny4228uwpbcf8k3ybr1ztmwjen","30","30-34","Outro","Fora do Brasil","Exterior","Exterior","de R$ 30.001/mês a R$ 40.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0"
"ezm2l0e6afnnz0kgpjxezmdqpnt2x0wz","","55+","Masculino","Fora do Brasil","Exterior","Exterior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8jwxj7pq1yai6ceh8jwx6kav5ilziul9","32","30-34","Feminino","Minas Gerais (MG)","MG","Sudeste","Acima de R$ 40.001/mês","Desenvolvedor ou Engenheiro de Software","Pleno","Modelo 100% remoto","0","1","1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"eu0sw538jetqblxnswheu0sw5lm7hfoi","23","22-24","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8iysrsp9rjtzncl2gq18iysbox25j905","29","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"8hntd1fgeag4buq28hnt2csbxj4jjya2","23","22-24","Masculino","Santa Catarina (SC)","SC","Sul","de R$ 4.001/mês a R$ 6.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% remoto","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8hez9gnyayvfwf3mt8hez9gnp4olh6ke","36","35-39","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"8h3jnham9y9zajnvv88a8h3jhnfmodxw","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"8fvqpb6fa5sysh4iavq8fvqpb6v7qojx","27","25-29","Masculino","","","Norte","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"8frksn2w96n9vz8frkcmg2iibrt2gmr4","35","35-39","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista Administrativo","Sênior","Modelo 100% presencial","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"8fowbgxy2g4h88fowh7ti7kwupswn3qu","23","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"8euowvd2skb0ogt08xrkv68euowvtqn3","30","30-34","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"8e192s6d3j1yyi8c8e1922koqzx0gph9","","55+","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 4.001/mês a R$ 6.000/mês","Desenvolvedor ou Engenheiro de Software","Pleno","Modelo 100% remoto","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"8db1h65mw3upljmvc8db1hhj7sck5co5","27","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"8d406uo2e6coe8mkh8d400beeammdcqw","21","17-21","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 2.001/mês a R$ 3000/mês","Desenvolvedor ou Engenheiro de Software","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8c16cbrl1jzwi1h8c165n70qtixi4n7c","33","30-34","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de Dados/Data Analyst","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8b58bbljwsh2kwrfu8b58bqiegkp64xh","21","17-21","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 2.001/mês a R$ 3000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% remoto","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"8as5xvmau0y9232aqt7k8as5xvbrld58","31","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8ahwz7w0jasa0dci8ahwz7an5jelsnuh","24","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"8afbrzv0iu3euhwy7r8afbrzmtgr9p1u","37","35-39","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"ep8me32f29w32njfnep8me329h40rx16","25","25-29","Feminino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87th2mxncgw43n6pxw87th2go066tvrq","44","40-44","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 8.001/mês a R$ 12.000/mês","Desenvolvedor ou Engenheiro de Software","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ep1j7mozt8v5qu2l622ep1j7mw40ykv1","23","22-24","Feminino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86jin0ayboqiwx86jin081ufhsrnnhyo","22","22-24","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo híbrido com dias fixos de trabalho presencial","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0"
"mv7kzcbf7576qh67qlmbmv7kzcbcqb1b","23","22-24","Masculino","Bahia (BA)","BA","Nordeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86ik5relsghny8kbq486iftx1nana2nz","28","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","1","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"edmwwmavg0j6jsm5puredmww80uip062","33","30-34","Masculino","Minas Gerais (MG)","MG","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84nozr05q904nhm84nozdkelpvi5oycc","47","45-49","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"eb6ul4llaps39reb6ulupgcm1igfyw09","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83l5ptxxm6rcy2ejo83l5ptxgfsve0jq","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"82wgjbw6c10ifvhj7p82wgjbeh2p6g3g","36","35-39","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"80ytr0cq8fx4y580k3xsww1oai3g15ok","40","40-44","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0"
"7zp7oqihme4ksyem7zp7rexypkeq1xoc","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"eapokoaaeet0mqpceapokquz3457ybxe","30","30-34","Masculino","Minas Gerais (MG)","MG","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7vywdfg2hf5sshl7vyw5l0w3n9q1hpg0","27","25-29","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 4.001/mês a R$ 6.000/mês","Engenheiro de Dados/Data Engineer","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"ea4gtt3eefbb8fsjea4gtt3cb49stu2u","22","22-24","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7s0t8xcahabvzqn4de7s0t8x370ssxsj","28","25-29","Feminino","Rio Grande do Sul (RS)","RS","Sul","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0"
"7rvxt9wrq7hkihpqt827rvxt9nlp3bar","26","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Engenheiro de Dados/Data Engineer","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7rsvx820w8ltdej7rs8j61esya09xbwc","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 12.001/mês a R$ 16.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"7ris9fwxbel1z4ra12kg7ris9gqxxzyb","28","25-29","Feminino","Minas Gerais (MG)","MG","Sudeste","de R$ 6.001/mês a R$ 8.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"7qzwo4jdk7tq4k5ns7qzwo4cfrrkbuad","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Júnior","Modelo 100% presencial","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"e9ug9azg7ax4jrte6b7e9ug9v3d6edm4","29","25-29","Masculino","Fora do Brasil","Exterior","Exterior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7qcxie6dk4dwkzwhy7qcxin0uqcydqev","20","17-21","Feminino","Santa Catarina (SC)","SC","Sul","de R$ 4.001/mês a R$ 6.000/mês","Engenheiro de Machine Learning/ML Engineer","Júnior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"d74jw43e55jb26ulikk2vd74jw43ebqv","35","35-39","Masculino","Bahia (BA)","BA","Nordeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"7p5daup4ajzs7p5oiddt23ka1i23oidi","39","35-39","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Negócios/Business Analyst","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"7p2cgbdfs7t7p2t7zjqrah1rdtt69vgb","29","25-29","Feminino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Dados/Data Analyst","Sênior","Modelo 100% remoto","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"7p08brmns6ba5n2q7p08b3iboipl4949","26","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Pleno","Modelo 100% remoto","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7o86e3vweujdour2wuu757o86eg0uetg","27","25-29","Masculino","Distrito Federal (DF)","DF","Centro-oeste","de R$ 6.001/mês a R$ 8.000/mês","Outro","Pleno","Modelo 100% remoto","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"7m3vcxegno906cy7ihsvn7m3vcof6efq","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 4.001/mês a R$ 6.000/mês","Cientista de Dados/Data Scientist","Júnior","Modelo 100% remoto","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"7m0ioem0ur3fyat9q77m0ium9pmrq3j4","35","35-39","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 20.001/mês a R$ 25.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"e7l25vhey5mr0ppf0nxe7l25vnbzxocf","32","30-34","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7lkav4o0fukny1644lc7lkav4o0c5wsb","26","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"7lkav4o0fukny1644lc7lkav4o0c5wsb","26","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Sênior","Modelo 100% remoto","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"7li2x81t7q4rk7td5d0t7li25k95g6x8","40","40-44","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 4.001/mês a R$ 6.000/mês","Analista de BI/BI Analyst/Analytics Engineer","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"7lguokir9tgoy0j6g9b7lguok3t822ct","40","40-44","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 30.001/mês a R$ 40.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"e290uyfhy1eeo6otzz3we290uyroyddj","20","17-21","Masculino","Paraíba (PB)","PB","Nordeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e0yl7ds1h44db1ocse0yl3v54bm35s46","20","17-21","Masculino","Minas Gerais (MG)","MG","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7kochvh9gfsqcs7kfmbrpyroggdjsnhn","31","30-34","Masculino","Goiás (GO)","GO","Centro-oeste","de R$ 8.001/mês a R$ 12.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"e0rama9stdhosgcmtve0rat1xr8gizpy","34","30-34","Feminino","Minas Gerais (MG)","MG","Sudeste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"qr1ylw73xk964ngfy4qr1ksab3p6bd2x","54","50-54","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Negócios/Business Analyst","Pleno","Modelo 100% remoto","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7imrnb4lajl15e7imaljvc61y7vagtd4","30","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo 100% remoto","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0"
"7flkli8cztyzjzt7flkli7ay3uku2088","45","45-49","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Analista de Marketing","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"7fja2oz0w3xas1aweoyvoc7fjaiuv9gf","","55+","Masculino","Rio de Janeiro (RJ)","RJ","Sudeste","de R$ 25.001/mês a R$ 30.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo híbrido com dias fixos de trabalho presencial","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"7etufr7w2cheeqfy2omi5f7etufr7t4i","46","45-49","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 12.001/mês a R$ 16.000/mês","Outro","Sênior","Modelo 100% remoto","0","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0"
"cs5ml8iiukh6dwq7c9cs5mlkobp9z91z","23","22-24","Feminino","Bahia (BA)","BA","Nordeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de Dados/Data Analyst","Júnior","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"7dopsy30o8qibunipsc7dopsym112x2s","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 16.001/mês a R$ 20.000/mês","Engenheiro de Dados/Data Engineer","Sênior","Modelo 100% remoto","1","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0"
"7dmkf2s2qne4erzt9r7dmqtj3kyjihni","25","25-29","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 3.001/mês a R$ 4.000/mês","Outro","Júnior","Modelo 100% presencial","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"7dey0zffju9dto6wj67deytegnh7y1ge","33","30-34","Masculino","São Paulo (SP)","SP","Sudeste","de R$ 8.001/mês a R$ 12.000/mês","Cientista de Dados/Data Scientist","Pleno","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"7cqaax66u1miv7ptx7cqak8k514mxob8","26","25-29","Masculino","Minas Gerais (MG)","MG","Sudeste","de R$ 1.001/mês a R$ 2.000/mês","Analista de Sistemas/Analista de TI","Júnior","Modelo 100% presencial","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"n09tifqasg4u13ea6sj7n09tilq8ra5e","54","50-54","Masculino","Rio Grande do Sul (RS)","RS","Sul","de R$ 6.001/mês a R$ 8.000/mês","Analista de Negócios/Business Analyst","Pleno","Modelo híbrido com dias fixos de trabalho presencial","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
